NCT Number,Study Results,Sex,Age,Study Type
NCT00666978,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00024258,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00705523,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01406223,YES,ALL,ADULT,INTERVENTIONAL
NCT01042158,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00611923,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02385123,YES,ALL,ADULT,INTERVENTIONAL
NCT00918723,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01835223,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01044758,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01979523,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03122223,YES,ALL,ADULT,INTERVENTIONAL
NCT00311623,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00294658,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00293423,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00255723,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00335829,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03480932,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00545623,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01451723,YES,ALL,ADULT,INTERVENTIONAL
NCT01866423,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01637623,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03581084,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03980184,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03174158,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00242658,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00158223,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01654523,YES,ALL,ADULT,INTERVENTIONAL
NCT01026623,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01056484,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00396084,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00972023,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01772823,YES,MALE,ADULT,INTERVENTIONAL
NCT00912223,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01967823,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03557684,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01816984,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03560258,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01038323,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02741323,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02886884,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02582684,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00853723,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03081884,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00085423,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00322023,YES,ALL,ADULT,INTERVENTIONAL
NCT01342523,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03258723,YES,ALL,ADULT,INTERVENTIONAL
NCT01181323,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00828984,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00158184,YES,ALL,ADULT,INTERVENTIONAL
NCT01280123,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00201123,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03371823,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02489123,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01553084,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00089778,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00562978,YES,ALL,ADULT,INTERVENTIONAL
NCT02490878,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00118378,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02956278,YES,ALL,ADULT,INTERVENTIONAL
NCT01198158,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02364336,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00834834,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00663234,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00492401,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04327934,YES,FEMALE,ADULT,INTERVENTIONAL
NCT03403634,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02260934,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00584701,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00602836,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00541034,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03050801,YES,ALL,ADULT,INTERVENTIONAL
NCT01314001,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02798536,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00115934,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01636934,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00671034,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01003301,YES,ALL,ADULT,INTERVENTIONAL
NCT03075501,YES,ALL,ADULT,INTERVENTIONAL
NCT00214136,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00218036,YES,ALL,ADULT,INTERVENTIONAL
NCT00063934,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01126801,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01315236,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02744534,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01904136,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02485834,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02767934,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02949934,YES,ALL,ADULT,INTERVENTIONAL
NCT00436501,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00000134,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01532934,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00888134,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00460434,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01437501,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02763384,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02720484,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00977184,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03534284,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00619684,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00112723,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01740323,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01843023,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00123123,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01390584,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00106184,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00006184,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02940223,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00624923,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01758523,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00218023,YES,ALL,ADULT,INTERVENTIONAL
NCT00385723,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00432458,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03486223,YES,ALL,ADULT,INTERVENTIONAL
NCT01824823,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02134184,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00445484,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00001984,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00303823,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03522584,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01516684,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00290758,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02230384,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00970684,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03176784,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00619723,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01729923,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00110084,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00312923,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02766023,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02169284,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00416884,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00740584,YES,FEMALE,ADULT,INTERVENTIONAL
NCT04064684,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00075023,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00918684,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00132028,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03002623,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03345784,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03696758,YES,ALL,ADULT,INTERVENTIONAL
NCT02019758,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01693523,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01443923,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00285584,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02283658,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02798523,YES,ALL,ADULT,INTERVENTIONAL
NCT00069823,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00633984,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00982423,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01306058,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00072358,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00527878,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00000378,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03229278,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00004978,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00891878,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00058123,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01163084,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01402284,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03759184,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00311584,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT03033784,YES,MALE,ADULT,INTERVENTIONAL
NCT00059228,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00884741,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03512041,YES,ALL,ADULT,INTERVENTIONAL
NCT01948141,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00455741,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02265341,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00498628,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00258128,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03045341,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00021541,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT04522141,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00245128,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03959241,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01052428,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00991341,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00329641,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01664741,YES,ALL,ADULT,INTERVENTIONAL
NCT00562328,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00860028,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00315341,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00754741,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03649841,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01998841,YES,ALL,ADULT,INTERVENTIONAL
NCT00039741,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT03934541,YES,ALL,ADULT,INTERVENTIONAL
NCT03180528,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03271528,YES,ALL,ADULT,INTERVENTIONAL
NCT01675141,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00082641,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03872128,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05780541,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02020941,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01675128,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01880528,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02213328,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01711541,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00445341,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01581541,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03592641,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02859441,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00605696,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01593696,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01097395,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00534495,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00622895,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00878995,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01755195,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03827395,YES,ALL,ADULT,INTERVENTIONAL
NCT01378195,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00816595,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01614795,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02071095,YES,ALL,ADULT,INTERVENTIONAL
NCT00235495,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00014495,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01292057,YES,ALL,ADULT,INTERVENTIONAL
NCT04406857,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00281957,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00322101,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01122901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02910401,YES,ALL,ADULT,INTERVENTIONAL
NCT03041701,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01435798,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01989598,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02111798,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00045734,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00924001,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00605657,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00033657,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01823198,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00692198,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00437398,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02194998,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00135798,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02063698,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02764801,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05776901,YES,ALL,ADULT,INTERVENTIONAL
NCT03891901,YES,ALL,ADULT,INTERVENTIONAL
NCT03323801,YES,MALE,ADULT,INTERVENTIONAL
NCT01102257,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00270257,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00326898,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03020498,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02878798,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01598298,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00056498,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02673398,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04475198,YES,ALL,ADULT,INTERVENTIONAL
NCT00512798,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01544998,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00469898,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00378534,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01939301,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01017601,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00006101,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01110434,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00255801,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01861301,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00622401,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01246401,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03449901,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01908101,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02417701,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01743976,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00687076,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00716976,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT03222076,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01441076,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00126581,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00369681,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01836276,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02839681,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01922076,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02237196,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02012296,YES,MALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00519896,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01822496,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00366535,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00093496,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02044796,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00376935,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01024335,YES,ALL,ADULT,INTERVENTIONAL
NCT00601796,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01149096,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04296396,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02152696,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00574496,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02710396,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00203996,YES,ALL,ADULT,INTERVENTIONAL
NCT00736996,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00726596,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01704196,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02858076,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01543776,YES,MALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00089076,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05780281,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00345176,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01428635,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00074035,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00270296,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01723696,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01685996,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01087996,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02906696,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01932996,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02428296,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01186796,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00745134,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00030901,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00522301,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01269034,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02597101,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00869401,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00079001,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00105001,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02565901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00055601,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00101101,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00002601,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00003901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00176501,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00354601,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01514201,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00149734,YES,ALL,ADULT,INTERVENTIONAL
NCT01260701,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01824901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02788201,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00691301,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03180801,YES,ALL,ADULT,INTERVENTIONAL
NCT01597778,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01612858,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00397878,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01489358,YES,ALL,ADULT,INTERVENTIONAL
NCT00002558,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01011478,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03406858,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03834870,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00435370,YES,ALL,ADULT,INTERVENTIONAL
NCT02501811,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00489411,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00001213,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01331213,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00551369,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00036569,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00578669,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01822522,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03135522,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
